customer_id,customer_name,segment,recency,frequency,monetary,avg_discount,avg_margin,num_channels,churn_prob,segment_label,recommended_action,priority
GW-14605,Giulietta Weimer,Consumer,28,7,-268.54229999999995,0.15555555555555556,0.0674867724867725,3,,Lost,Standard newsletter + seasonal promotions,LOW
SP-20620,Stefania Perrino,Corporate,47,9,-270.42819999999995,0.25,-0.014250992063492061,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AB-10600,Ann Blume,Corporate,50,4,-274.9604,0.375,-0.33479166666666665,3,,Lost,Standard newsletter + seasonal promotions,LOW
JB-15925,Joni Blumstein,Consumer,737,3,-286.9808,0.3,0.015937499999999986,3,,At Risk,Re-engagement email: show personalized deals,LOW
BF-11005,Barry Franz,Home Office,39,4,-291.38109999999995,0.18,0.002499999999999991,3,0.0064310725,Lost,Standard newsletter + seasonal promotions,LOW
TS-21610,Troy Staebel,Consumer,55,7,-294.6981,0.3727272727272727,-0.2546212121212121,2,,Lost,Standard newsletter + seasonal promotions,LOW
ER-13855,Elpida Rittenbach,Corporate,421,3,-295.7398,0.2,-0.01366666666666667,2,,At Risk,Re-engagement email: show personalized deals,LOW
CS-12490,Cindy Schnelling,Corporate,424,4,-302.8761,0.25,0.027457912457912455,3,,At Risk,Re-engagement email: show personalized deals,LOW
JS-16030,Joy Smith,Consumer,28,6,-311.25749999999994,0.18333333333333332,0.00115079365079364,3,,Lost,Standard newsletter + seasonal promotions,LOW
SC-20020,Sam Craven,Consumer,781,5,-317.0508,0.21882352941176472,-0.06875144175317187,3,,At Risk,Re-engagement email: show personalized deals,LOW
LS-16945,Linda Southworth,Corporate,178,6,-318.77369999999996,0.3071428571428571,-0.21065476190476187,3,,Lost,Dormant reactivation: survey + discount offer,LOW
BP-11290,Beth Paige,Consumer,12,7,-319.0637,0.3,-0.025818452380952386,3,,Lost,Standard newsletter + seasonal promotions,LOW
JS-15940,Joni Sundaresam,Home Office,463,5,-327.9336,0.3375,-0.205625,3,,At Risk,Re-engagement email: show personalized deals,LOW
CK-12760,Cyma Kinney,Corporate,82,9,-338.4311,0.15,0.08660714285714284,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
MF-17665,Maureen Fritzler,Corporate,421,5,-341.52650000000006,0.13749999999999998,0.1823958333333333,2,,At Risk,Re-engagement email: show personalized deals,LOW
CS-12400,Christopher Schild,Home Office,2,9,-342.80330000000004,0.21428571428571427,0.008593073593073606,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
NC-18625,Noah Childs,Corporate,204,5,-359.02099999999996,0.24444444444444446,0.06120370370370373,3,,Lost,Dormant reactivation: survey + discount offer,LOW
AA-10315,Alex Avila,Consumer,184,5,-362.8825,0.09090909090909091,0.265,3,,Lost,Dormant reactivation: survey + discount offer,LOW
MY-18295,Muhammed Yedwab,Corporate,71,11,-371.7111,0.2438095238095238,-0.0007162865146058525,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AH-10195,Alan Haines,Corporate,55,4,-378.5509,0.35,-0.2406994047619048,3,,Lost,Standard newsletter + seasonal promotions,LOW
LR-17035,Lisa Ryan,Corporate,132,5,-382.8079,0.27499999999999997,-0.2020833333333333,3,0.0039011512,Lost,Dormant reactivation: survey + discount offer,LOW
CM-12160,Charles McCrossin,Consumer,26,6,-394.3686,0.24285714285714285,-0.15166666666666664,2,,Lost,Standard newsletter + seasonal promotions,LOW
MG-17695,Maureen Gnade,Consumer,555,3,-398.79319999999996,0.2571428571428572,-0.2864285714285714,2,,At Risk,Re-engagement email: show personalized deals,LOW
MK-17905,Michael Kennedy,Corporate,28,8,-405.3559,0.3,-0.17357843137254902,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DV-13045,Darrin Van Huff,Corporate,19,5,-427.184,0.17222222222222222,0.08515512265512266,3,,Lost,Standard newsletter + seasonal promotions,LOW
RA-19945,Ryan Akin,Consumer,61,5,-445.695,0.31666666666666665,-0.1691065416065416,3,,Lost,Standard newsletter + seasonal promotions,LOW
MG-17875,Michael Grace,Home Office,116,5,-470.7684,0.24285714285714288,-0.15178571428571427,3,,Lost,Standard newsletter + seasonal promotions,LOW
RB-19795,Ross Baird,Home Office,32,8,-516.4757000000001,0.2529411764705882,0.03171568627450981,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
MM-18055,Michelle Moray,Consumer,61,8,-520.3443,0.21052631578947367,0.009467418546365902,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
TH-21550,Tracy Hopkins,Home Office,72,7,-571.9678,0.06923076923076922,0.2465384615384615,3,,Lost,Standard newsletter + seasonal promotions,LOW
GH-14410,Gary Hansen,Home Office,75,9,-576.8335,0.27058823529411763,-0.16476190476190478,2,0.000996414,Loyal,Upsell to higher-margin categories (Technology),LOW
JH-15985,Joseph Holt,Consumer,29,6,-644.6982,0.08571428571428573,0.26958333333333334,3,,Lost,Standard newsletter + seasonal promotions,LOW
SC-20770,Stewart Carmichael,Corporate,41,7,-671.1874,0.30476190476190473,-0.1530612244897959,3,,Lost,Standard newsletter + seasonal promotions,LOW
TN-21040,Tanja Norvell,Home Office,90,7,-692.0452,0.19999999999999998,0.004097222222222227,3,,Lost,Standard newsletter + seasonal promotions,LOW
BG-11035,Barry Gonzalez,Consumer,28,8,-711.4274,0.19166666666666665,0.051527777777777756,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SN-20560,Skye Norling,Home Office,111,6,-716.8565000000001,0.1733333333333333,0.1198333333333333,3,,Lost,Standard newsletter + seasonal promotions,LOW
JR-15670,Jim Radford,Consumer,593,2,-785.1645,0.3,-0.40694444444444455,2,,At Risk,Re-engagement email: show personalized deals,LOW
JA-15970,Joseph Airdo,Consumer,92,8,-819.4217000000001,0.2125,0.09429398148148145,3,0.0011068096,Lost,Standard newsletter + seasonal promotions,LOW
VW-21775,Victoria Wilson,Corporate,28,10,-874.6645,0.1611111111111111,0.11594576719576717,3,0.0012880046,Loyal,Upsell to higher-margin categories (Technology),LOW
OT-18730,Olvera Toch,Consumer,65,5,-925.1203,0.15999999999999998,0.0855833333333333,3,,Lost,Standard newsletter + seasonal promotions,LOW
SS-20410,Shahid Shariari,Consumer,110,6,-1010.9738,0.25833333333333336,-0.18895833333333334,3,0.0018341691,Lost,Standard newsletter + seasonal promotions,LOW
VP-21760,Victoria Pisteka,Corporate,75,7,-1018.7768,0.17142857142857143,0.08495748299319728,3,,Lost,Standard newsletter + seasonal promotions,LOW
ZC-21910,Zuschuss Carroll,Consumer,54,13,-1032.1490000000001,0.25483870967741934,-0.20102918586789556,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
TP-21415,Tom Prescott,Consumer,104,5,-1087.3898,0.462,-0.7791092436974789,3,,Lost,Standard newsletter + seasonal promotions,LOW
RO-19780,Rose O'Brian,Consumer,35,7,-1262.5716000000002,0.2916666666666667,-0.17677579365079366,3,,Lost,Standard newsletter + seasonal promotions,LOW
DB-13120,David Bremer,Corporate,48,7,-1421.7692,0.14285714285714285,0.1526785714285714,3,,Lost,Standard newsletter + seasonal promotions,LOW
DC-12850,Dan Campbell,Consumer,37,9,-1441.6312999999998,0.21111111111111114,0.047546296296296295,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
TB-21520,Tracy Blumstein,Consumer,107,9,-1603.0451,0.265,-0.008958333333333368,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BM-11140,Becky Martin,Consumer,307,4,-1659.9580999999998,0.16875,-0.007247023809523828,3,,Lost,Dormant reactivation: survey + discount offer,LOW
NF-18385,Natalie Fritzler,Consumer,79,7,-1695.9714,0.25,-0.06669217687074828,3,0.0010226209,Lost,Standard newsletter + seasonal promotions,LOW
CP-12340,Christine Phan,Corporate,160,8,-1850.3029000000001,0.21333333333333335,0.013055555555555537,3,,Lost,Dormant reactivation: survey + discount offer,LOW
SM-20320,Sean Miller,Home Office,79,5,-1980.7393,0.24666666666666667,0.07777777777777775,3,,Lost,Standard newsletter + seasonal promotions,LOW
SB-20290,Sean Braxton,Corporate,47,7,-2082.7451,0.24117647058823527,-0.068578431372549,3,,Lost,Standard newsletter + seasonal promotions,LOW
NC-18415,Nathan Cano,Consumer,41,6,-2204.8072,0.2642857142857143,-0.0064540816326530736,2,,Lost,Standard newsletter + seasonal promotions,LOW
HG-14965,Henry Goldwyn,Corporate,23,12,-2797.9635000000003,0.17058823529411765,-0.005343137254901953,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SR-20425,Sharelle Roach,Home Office,8,5,-3333.9144,0.36666666666666664,-0.29169312169312167,3,,Lost,Standard newsletter + seasonal promotions,LOW
LF-17185,Luke Foster,Consumer,22,7,-3583.977,0.31875,-0.36989583333333337,3,,Lost,Standard newsletter + seasonal promotions,LOW
GT-14635,Grant Thornton,Corporate,56,3,-4108.6589,0.25,0.03416666666666666,3,,Lost,Standard newsletter + seasonal promotions,LOW
CS-12505,Cindy Stewart,Consumer,58,6,-6626.389499999999,0.19999999999999998,0.03324074074074071,3,,Lost,Standard newsletter + seasonal promotions,LOW
